,classname,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,
647,org::eclipse::mylyn::internal::tasks::core::data::FileTaskAttachmentSource , 3.37801 , 0.00427335 , 0.154967 , 9.16485 , 0.247924 , 
648,org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterId , 6.86009 , 0.00828854 , 0.161036 , 9.25497 , 0.245276 , 
649,org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventUtil , 5.41242 , 0.00156775 , 0.147109 , 9.19356 , 0.187565 , 
650,org::eclipse::mylyn::internal::tasks::ui::wizards::SelectRepositoryPage , 23.6596 , 0.12837 , 0.209196 , 9.72422 , 0.324498 , 
651,org::eclipse::mylyn::internal::tasks::ui::RefactorRepositoryUrlOperation , 5.59876 , 0.0143679 , 0.179372 , 9.2653 , 0.344852 , 
652,org::eclipse::mylyn::team::ui::AbstractContextChangeSetManager , 12.3984 , 0.0211905 , 0.213766 , 9.49113 , 0.449592 , 
653,org::eclipse::mylyn::internal::tasks::ui::commands::AbstractTaskHandler , 4.63412 , 0.0120425 , 0.170764 , 9.22532 , 0.306886 , 
654,org::eclipse::mylyn::zest::layouts::algorithms::SpringLayoutAlgorithm , 6.80219 , 0.664612 , 0.0113542 , 0.164922 , 0.00546046 , 
655,org::eclipse::mylyn::zest::layouts::dataStructures::InternalNode , 5.36391 , 0.0478831 , 0.0109697 , 0.137225 , 0.00678416 , 
656,org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountContentProvider , 7.27101 , 0.00281219 , 0.164612 , 9.2736 , 0.260822 , 
657,org::eclipse::mylyn::internal::java::ui::search::JavaReadAccessProvider , 3.17351 , 0.00112128 , 0.140881 , 9.13106 , 0.180758 , 
658,org::eclipse::mylyn::wikitext::core::parser::TableAttributes , 1.49003 , 0.00460281 , 0.0435179 , 0.121386 , 0.116244 , 
659,org::eclipse::mylyn::internal::context::ui::commands::Messages , 0 , 0 , 0 , 0 , 0 , 
660,org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountLabelProvider , 3.95974 , 0.00200324 , 0.143127 , 9.15318 , 0.183381 , 
661,org::eclipse::mylyn::internal::context::ui::actions::ContextAttachAction , 16.4607 , 0.0643196 , 0.203685 , 9.55429 , 0.372867 , 
662,org::eclipse::mylyn::internal::tasks::ui::wizards::NewTaskPage , 8.68864 , 0.0158632 , 0.178866 , 9.33585 , 0.318391 , 
663,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlannerLabelProvider , 4.88878 , 0.00308252 , 0.166327 , 9.22338 , 0.29442 , 
664,org::eclipse::mylyn::internal::tasks::ui::notifications::TaskAttributeDiff , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
665,org::eclipse::mylyn::internal::monitor::usage::ReportGenerator , 4.83266 , 0.00181069 , 0.167231 , 9.22363 , 0.296861 , 
666,org::eclipse::mylyn::internal::trac::ui::wizard::Messages , 0 , 0 , 0 , 0 , 0 , 
667,org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventComparator , 3.95974 , 0.00143399 , 0.143127 , 9.15318 , 0.183381 , 
668,org::eclipse::mylyn::zest::core::widgets::internal::AligningBendpointLocator , 1.45219 , 1.35718e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
669,org::eclipse::mylyn::internal::trac::wiki::actions::OpenWikiPageAction , 8.3403 , 0.00360676 , 0.1901 , 9.35194 , 0.379775 , 
670,org::eclipse::mylyn::zest::layouts::algorithms::internal::DynamicScreen , 1.45219 , 5.4287e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
671,org::eclipse::mylyn::internal::tasks::ui::actions::DeleteTaskEditorAction , 3.33706 , 0.00418776 , 0.180438 , 9.21468 , 0.291852 , 
672,org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditorInput , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
673,org::eclipse::mylyn::internal::tasks::ui::search::Messages , 0 , 0 , 0 , 0 , 0 , 
674,org::eclipse::mylyn::internal::monitor::core::collection::DelegatingUsageCollector , 5.41242 , 0.00270004 , 0.147109 , 9.19356 , 0.187565 , 
675,org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReplacementTokenProcessor , 1.49003 , 6.81897e-4 , 0.0435179 , 0.121386 , 0.116244 , 
676,org::eclipse::mylyn::internal::bugzilla::core::GzipPostMethod , 6.32077 , 0.0119705 , 0.180927 , 9.28597 , 0.35212 , 
677,org::eclipse::mylyn::internal::sandbox::ui::GroupedTaskListContentProvider , 7.76934 , 0.00741852 , 0.183098 , 9.32416 , 0.351105 , 
678,org::eclipse::mylyn::internal::java::ui::editor::AutoFoldPreferenceBlock , 11.7316 , 0.00654503 , 0.183902 , 9.41205 , 0.317745 , 
679,org::eclipse::mylyn::internal::wikitext::tracwiki::core::validation::TracWikiReferenceValidationRule , 0 , 0 , 0 , 0 , 0 , 
680,org::eclipse::mylyn::internal::xplanner::ui::wizard::ProjectsViewerContentProvider , 0 , 0 , 0 , 0 , 0 , 
681,org::eclipse::mylyn::internal::ide::ui::actions::FocusProjectExplorerAction , 10.5192 , 0.0834742 , 0.190682 , 9.3994 , 0.355188 , 
682,org::eclipse::mylyn::wikitext::core::parser::markup::ContentState , 1.49003 , 0.00647802 , 0.0435179 , 0.121386 , 0.116244 , 
683,org::eclipse::mylyn::internal::bugzilla::ui::wizard::Messages , 0 , 0 , 0 , 0 , 0 , 
684,org::eclipse::mylyn::internal::tasks::ui::actions::ToggleTaskActivationAction , 7.61115 , 0.00833965 , 0.189256 , 9.33304 , 0.382401 , 
685,org::eclipse::mylyn::internal::jira::ui::JiraTaskEditor , 5.38371 , 0.0606137 , 0.00935293 , 0.132776 , 0.00202781 , 
686,org::eclipse::mylyn::internal::wikitext::core::util::XML11Char , 1.49003 , 0.0825096 , 0.0435179 , 0.121386 , 0.116244 , 
687,org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskEditorFactory , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
688,org::eclipse::mylyn::internal::tasks::ui::commands::SubmitTaskHandler , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
689,org::eclipse::mylyn::internal::jira::core::service::web::JiraWebSession , 20.2837 , 0.113054 , 0.24881 , 9.73836 , 0.507113 , 
690,org::eclipse::mylyn::zest::tests::swt::GraphSnippet6 , 0 , 0 , 0 , 0 , 0 , 
691,org::eclipse::mylyn::internal::trac::core::model::TracTicketStatus , 4.58293 , 0.00176257 , 0.145075 , 9.17116 , 0.186189 , 
692,org::eclipse::mylyn::internal::sandbox::ui::planner::PlannedTasksContentProvider , 4.17741 , 0.00203187 , 0.160399 , 9.19476 , 0.270741 , 
693,org::eclipse::mylyn::internal::commons::ui::TaskListImageDescriptor , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
694,org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAutomaticallyAction , 8.85527 , 0.00883567 , 0.174642 , 9.32913 , 0.294081 , 
695,org::eclipse::mylyn::internal::trac::core::client::AbstractWikiHandler , 1.84703 , 0.00132824 , 0.136921 , 9.09329 , 0.175609 , 
696,org::eclipse::mylyn::internal::tasks::ui::commands::CollapseAllHandler , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
697,org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::OutlineDropTargetListener , 0 , 0 , 0 , 0 , 0 , 
698,org::eclipse::mylyn::internal::tasks::ui::notifications::TaskDataDiff , 3.37801 , 0.0054018 , 0.154967 , 9.16485 , 0.247924 , 
699,org::eclipse::mylyn::internal::jira::core::model::Component , 7.51529 , 0.00676867 , 0.16197 , 9.27219 , 0.242317 , 
700,org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::TicketLinkReplacementToken , 0 , 0 , 0 , 0 , 0 , 
701,org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::BulletAnnotation , 1.49003 , 0.00119332 , 0.0435179 , 0.121386 , 0.116244 , 
702,org::eclipse::mylyn::internal::xplanner::core::DebugManager , 0 , 0 , 0 , 0 , 0 , 
703,org::eclipse::mylyn::internal::tasks::ui::views::TaskListDropAdapter , 28.6495 , 0.17691 , 0.255844 , 9.93732 , 0.501228 , 
704,org::eclipse::mylyn::internal::team::ui::actions::OpenCorrespondingTaskAction , 24.5718 , 0.390923 , 0.227973 , 9.78409 , 0.410607 , 
705,org::eclipse::mylyn::internal::commons::net::ProgressMonitorInputStream , 1.84703 , 1.89749e-4 , 0.136921 , 9.09329 , 0.175609 , 
706,org::eclipse::mylyn::internal::context::ui::FocusedViewerManager , 21.4408 , 0.0751485 , 0.229197 , 9.72454 , 0.440478 , 
707,org::eclipse::mylyn::tasks::ui::wizards::AbstractRepositoryQueryPage , 5.28363 , 0.0211563 , 0.10931 , 0.359227 , 0.307753 , 
708,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaUiBridge , 15.6556 , 0.0284733 , 0.192454 , 9.51321 , 0.321547 , 
709,org::eclipse::mylyn::internal::commons::net::TimeoutOutputStream , 0 , 0 , 0 , 0 , 0 , 
710,org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaTypeProposalComputer , 4.70448 , 0.00240658 , 0.158927 , 9.20262 , 0.253072 , 
711,org::eclipse::mylyn::internal::commons::net::CloneableHostConfiguration , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
712,org::eclipse::mylyn::java::tests::xml::XmlResultUpdaterSearchListener , 16.269 , 0.0125088 , 0.195859 , 9.53479 , 0.330129 , 
713,org::eclipse::mylyn::tasks::core::sync::SubmitJobListener , 4.74807 , 0.00342047 , 0.168807 , 9.22447 , 0.301664 , 
714,org::eclipse::mylyn::internal::tasklist::ui::views::ImageTableCellEditor , 0 , 0 , 0 , 0 , 0 , 
715,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteUser , 5.94514 , 0.0144008 , 0.153982 , 9.22122 , 0.218565 , 
716,org::xplanner::soap::IterationData , 6.45512 , 0.0823707 , 0.0300186 , 0.209384 , 0.084371 , 
717,org::eclipse::mylyn::internal::bugzilla::ui::editor::KeywordsDialog , 4.42588 , 0.00361953 , 0.154945 , 9.18898 , 0.240305 , 
718,org::eclipse::mylyn::internal::bugs::OpenBugzillaReportJob , 0 , 0 , 0 , 0 , 0 , 
719,org::eclipse::mylyn::tasks::ui::editors::AbstractAttributeEditor , 5.64478 , 0.00335766 , 0.206252 , 9.31996 , 0.395747 , 
720,org::eclipse::mylyn::internal::team::ui::preferences::FocusedTeamPreferencePage , 7.23028 , 0.00669141 , 0.158944 , 9.26065 , 0.229422 , 
721,org::eclipse::mylyn::internal::wikitext::ui::editor::HeadingProjectionAnnotation , 0 , 0 , 0 , 0 , 0 , 
722,org::eclipse::mylyn::internal::bugzilla::ui::BugzillaSearchHandler , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
723,org::eclipse::mylyn::internal::provisional::commons::ui::DatePicker , 6.16509 , 0.00904271 , 0.188811 , 9.29688 , 0.379201 , 
724,org::eclipse::mylyn::internal::monitor::usage::editors::UsageEditorPart , 15.3663 , 0.0361607 , 0.208058 , 9.54493 , 0.392027 , 
725,org::eclipse::mylyn::internal::provisional::commons::ui::DatePickerPanel , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
726,org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPage , 8.88046 , 0.10124 , 0.248536 , 9.47878 , 0.553577 , 
727,org::eclipse::mylyn::tasks::ui::editors::AbstractRenderingEngine , 4.6171 , 0.00198662 , 0.158163 , 9.20101 , 0.257835 , 
728,org::eclipse::mylyn::team::ui::AbstractCommitTemplateVariable , 6.92615 , 0.00355703 , 0.176853 , 9.28946 , 0.317337 , 
729,org::eclipse::mylyn::internal::tasks::ui::actions::NewTaskFromSelectionAction , 9.62849 , 0.0176258 , 0.199926 , 9.40165 , 0.416054 , 
730,org::eclipse::mylyn::internal::wikitext::ui::viewer::Messages , 0 , 0 , 0 , 0 , 0 , 
731,org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterPriority , 7.52371 , 0.00755915 , 0.162685 , 9.27294 , 0.246515 , 
732,org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPageFactory , 4.85769 , 0.0015538 , 0.16788 , 9.2255 , 0.299868 , 
733,org::eclipse::mylyn::internal::tasks::ui::PlanningPerspectiveFactory , 8.34964 , 0.0123556 , 0.165686 , 9.29796 , 0.251818 , 
734,org::eclipse::mylyn::internal::trac::core::TracCorePlugin , 16.7724 , 0.0663439 , 0.215192 , 9.58814 , 0.412574 , 
735,org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::HeadingBlock , 1.49003 , 0.00204569 , 0.0435179 , 0.121386 , 0.116244 , 
736,org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::MilestoneLinkReplacementToken , 0 , 0 , 0 , 0 , 0 , 
737,org::eclipse::mylyn::internal::wikitext::ui::editor::MarkupProjectionViewer , 0 , 0 , 0 , 0 , 0 , 
738,org::eclipse::mylyn::internal::bugzilla::ui::editor::FlagAttributeEditor , 0 , 0 , 0 , 0 , 0 , 
739,org::eclipse::mylyn::internal::tasks::ui::dialogs::TaskCompareDialog , 0 , 0 , 0 , 0 , 0 , 
740,org::eclipse::mylyn::internal::xplanner::core::service::exceptions::ServiceUnavailableException , 0 , 0 , 0 , 0 , 0 , 
741,org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToDitaTask , 0 , 0 , 0 , 0 , 0 , 
742,org::eclipse::mylyn::internal::ide::ui::actions::FocusProblemsListAction , 11.771 , 0.0405741 , 0.197753 , 9.44456 , 0.377521 , 
743,org::eclipse::mylyn::internal::jira::core::service::JiraRemoteException , 5.9125 , 0.00735465 , 0.148683 , 9.20801 , 0.189885 , 
744,org::eclipse::mylyn::internal::java::tasks::NewTaskFromJunitResultViewAction , 3.00608 , 0.0029654 , 0.0331308 , 0.13617 , 0.132215 , 
745,org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::SimplePhraseModifier , 1.49003 , 0.00272759 , 0.0435179 , 0.121386 , 0.116244 , 
746,org::eclipse::mylyn::internal::ide::ant::AntContextLabelProvider , 6.11627 , 0.00255747 , 0.166841 , 9.25218 , 0.284954 , 
747,org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivitySorter , 4.17741 , 0.00236768 , 0.160399 , 9.19476 , 0.270741 , 
748,org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::MediaWikiMarkupTaskEditorExtension , 0 , 0 , 0 , 0 , 0 , 
749,org::eclipse::mylyn::internal::java::ui::editor::MylarJavaElementDescriptor , 0 , 0 , 0 , 0 , 0 , 
750,org::eclipse::mylyn::internal::sandbox::ui::EclipseTaskRepositoryLinkProvider , 0 , 0 , 0 , 0 , 0 , 
751,org::eclipse::mylyn::tasks::core::TaskActivityAdapter , 5.57512 , 0.0035131 , 0.171606 , 9.25013 , 0.315092 , 
752,org::eclipse::mylyn::internal::trac::ui::wizard::TracFilterQueryPage , 4.0537 , 0.0022179 , 0.16462 , 9.19955 , 0.285007 , 
753,org::eclipse::mylyn::commons::core::StatusHandler , 6.31013 , 0.0168402 , 0.1853 , 9.29392 , 0.368531 , 
754,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaVotesEditor , 3.37801 , 0.00247627 , 0.154967 , 9.16485 , 0.247924 , 
755,org::eclipse::mylyn::internal::trac::wiki::TracWikiPlugin , 3.37801 , 0.0013182 , 0.154967 , 9.16485 , 0.247924 , 
756,org::eclipse::mylyn::internal::jira::ui::wizards::JiraRepositorySettingsPage , 30.0505 , 0.329234 , 0.305031 , 10.0573 , 0.640271 , 
757,org::eclipse::mylyn::tasks::core::AbstractQueryHit , 12.2615 , 0.103275 , 0.0284335 , 0.325269 , 0.0201929 , 
758,org::eclipse::mylyn::internal::java::ui::actions::FocusBrowsingPerspectiveAction , 11.6905 , 0.117052 , 0.184391 , 9.41291 , 0.318632 , 
759,org::eclipse::mylyn::internal::wikitext::twiki::core::block::DefinitionListBlock , 0.891381 , 2.94015e-4 , 0.0891381 , 8.95641 , 0.0891381 , 
760,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteProjectRoleActors , 5.94514 , 0.0106213 , 0.153982 , 9.22122 , 0.218565 , 
761,org::eclipse::mylyn::internal::monitor::reports::ui::actions::EclipseUsageSummaryAction , 15.8896 , 0.042207 , 0.194095 , 9.52404 , 0.326026 , 
762,org::eclipse::mylyn::zest::core::viewers::internal::GraphModelFactory , 2.91015 , 0.00691094 , 0.00780593 , 0.0803861 , 0.00789221 , 
763,org::eclipse::mylyn::internal::commons::ui::CompositeElementImageDescriptor , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
764,org::eclipse::mylyn::internal::commons::net::TimeoutInputStream , 0 , 0 , 0 , 0 , 0 , 
765,org::eclipse::mylyn::wikitext::core::WikiText , 0 , 0 , 0 , 0 , 0 , 
766,org::eclipse::mylyn::internal::tasks::ui::wizards::NewTaskWizard , 10.053 , 0.014347 , 0.189993 , 9.39003 , 0.36028 , 
767,org::eclipse::mylyn::wikitext::core::validation::ValidationProblem , 2.38141 , 0.00688143 , 0.132656 , 9.07779 , 0.205382 , 
768,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermissionScheme , 5.94514 , 0.0110234 , 0.153982 , 9.22122 , 0.218565 , 
769,org::eclipse::mylyn::internal::tasks::ui::actions::ShowTasksUiLegendAction , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
770,org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaReportWizard , 2.59751 , 0.197103 , 0.00422943 , 0.0630785 , 6.20193e-4 , 
771,org::eclipse::mylyn::internal::tasks::ui::TaskActivityMonitor , 8.4865 , 0.0202482 , 0.234097 , 9.44205 , 0.505447 , 
772,org::eclipse::mylyn::internal::monitor::usage::wizards::NewUsageSummaryEditorWizard , 8.02848 , 0.0180391 , 0.158793 , 9.27665 , 0.220842 , 
773,org::eclipse::mylyn::internal::bugzilla::ui::action::Messages , 0 , 0 , 0 , 0 , 0 , 
774,org::eclipse::mylyn::wikitext::core::parser::builder::AbstractXmlDocumentBuilder , 1.49003 , 0.0059666 , 0.0435179 , 0.121386 , 0.116244 , 
775,org::eclipse::mylyn::internal::tasks::ui::actions::OpenRepositoryTaskAction , 0 , 0 , 0 , 0 , 0 , 
776,org::eclipse::mylyn::internal::sandbox::dev::properties::MylynPropertiesSourceAdapterFactory , 4.78404 , 0.0109832 , 0.157865 , 9.20375 , 0.251703 , 
777,org::eclipse::mylyn::internal::monitor::reports::preferences::UiUsageReportsPreferencePage , 5.86159 , 0.00166858 , 0.160418 , 9.23351 , 0.255391 , 
778,org::eclipse::mylyn::internal::tasks::ui::views::TaskTableLabelProvider , 9.06586 , 0.00916517 , 0.185286 , 9.35729 , 0.346956 , 
779,org::eclipse::mylyn::wikitext::core::parser::markup::token::LiteralReplacementTokenProcessor , 1.49003 , 6.81897e-4 , 0.0435179 , 0.121386 , 0.116244 , 
780,org::eclipse::mylyn::internal::xplanner::core::XPlannerClientManager , 0 , 0 , 0 , 0 , 0 , 
781,org::eclipse::mylyn::internal::wikitext::confluence::validation::ConfluenceReferenceValidationRule , 0 , 0 , 0 , 0 , 0 , 
782,org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleFilter , 1.45219 , 2.71435e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
783,org::eclipse::mylyn::internal::trac::core::model::TracTicketResolution , 4.58293 , 0.00176257 , 0.145075 , 9.17116 , 0.186189 , 
784,org::eclipse::mylyn::commons::net::WebLocation , 1.84703 , 9.48744e-4 , 0.136921 , 9.09329 , 0.175609 , 
785,org::eclipse::mylyn::internal::xplanner::ui::XPlannerImages , 0 , 0 , 0 , 0 , 0 , 
786,org::eclipse::mylyn::internal::jira::ui::editor::DateTimeAttributeEditor , 1.84703 , 0.00113849 , 0.136921 , 9.09329 , 0.175609 , 
787,org::eclipse::mylyn::internal::tasks::ui::wizards::NewAttachmentWizardDialog , 14.1427 , 0.00840272 , 0.206276 , 9.51268 , 0.394154 , 
788,org::eclipse::mylyn::zest::core::viewers::internal::SharedMessages , 1.45219 , 1.35718e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
789,org::eclipse::mylyn::wikitext::core::parser::markup::IdGenerationStrategy , 0 , 0 , 0 , 0 , 0 , 
790,org::eclipse::mylyn::internal::tasks::ui::views::TaskListContentProvider , 27.6351 , 0.261072 , 0.25079 , 9.90384 , 0.485868 , 
791,org::eclipse::mylyn::internal::tasks::ui::actions::Messages , 0 , 0 , 0 , 0 , 0 , 
792,org::eclipse::mylyn::internal::provisional::commons::ui::CommonImages , 8.12841 , 0.00371035 , 0.223468 , 9.41053 , 0.492004 , 
793,org::eclipse::mylyn::internal::tasks::ui::util::TasksUiMenus , 3.37801 , 0.0445281 , 0.154967 , 9.16485 , 0.247924 , 
794,org::eclipse::mylyn::zest::layouts::algorithms::AbstractLayoutAlgorithm , 14.8451 , 1.09624 , 0.0275049 , 0.370444 , 0.012589 , 
795,org::eclipse::mylyn::tasks::ui::TasksUiUtil , 29.4262 , 0.392299 , 0.304275 , 10.0552 , 0.679492 , 
796,org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityView , 5.57512 , 0.0114506 , 0.171606 , 9.25013 , 0.315092 , 
797,org::eclipse::mylyn::internal::tasks::ui::util::TaskListSaveManager , 15.5471 , 0.137502 , 0.0604689 , 0.470136 , 0.152208 , 
798,org::eclipse::mylyn::internal::context::ui::actions::ToggleDecorateInterestLevelAction , 11.6328 , 0.00806725 , 0.184725 , 9.41034 , 0.322628 , 
799,org::eclipse::mylyn::tasks::ui::TaskListDataMigration , 3.95726 , 0.00583946 , 0.00794027 , 0.10122 , 0.00304734 , 
800,org::eclipse::mylyn::internal::tasks::core::AbstractTaskContainer , 4.17741 , 0.00301179 , 0.160399 , 9.19476 , 0.270741 , 
801,org::eclipse::mylyn::internal::tasks::ui::commands::ViewSourceHandler , 0 , 0 , 0 , 0 , 0 , 
802,org::eclipse::mylyn::context::core::AbstractContextListener , 4.92306 , 0.00420458 , 0.169719 , 9.2306 , 0.307768 , 
803,org::eclipse::mylyn::internal::sandbox::ui::planner::RemoveTaskAction , 4.10346 , 0.00134153 , 0.157601 , 9.18766 , 0.259133 , 
804,org::eclipse::mylyn::zest::layouts::dataStructures::DisplayIndependentDimension , 1.45219 , 1.35718e-4 , 0.00420507 , 0.0409958 , 0.00508017 , 
805,org::eclipse::mylyn::internal::wikitext::ui::editor::operations::AbstractDocumentCommand , 0 , 0 , 0 , 0 , 0 , 
806,org::eclipse::mylyn::internal::provisional::commons::ui::DelayedRefreshJob , 4.92306 , 0.0104723 , 0.169719 , 9.2306 , 0.307768 , 
807,org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteAuthenticationException , 5.94514 , 0.00808474 , 0.153982 , 9.22122 , 0.218565 , 
808,org::eclipse::mylyn::zest::tests::swt::GraphSnippet5 , 0 , 0 , 0 , 0 , 0 , 
809,org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::ConfluenceMarkupTaskEditorExtension , 0 , 0 , 0 , 0 , 0 , 
810,org::eclipse::mylyn::zest::core::widgets::GraphContainer , 3.39585 , 0.171286 , 0.0112155 , 0.0995369 , 0.0182937 , 
811,org::eclipse::mylyn::internal::wikitext::ui::properties::ProjectPropertyPage , 0 , 0 , 0 , 0 , 0 , 
812,org::eclipse::mylyn::internal::monitor::monitors::SelectionMonitor , 3.62109 , 0.111595 , 0.00539746 , 0.086085 , 4.95467e-4 , 
