,['classname , numberOfBugsFoundUntil: , numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: , numberOfVersionsUntil: , numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs 
472,['org::eclipse::pde::internal::ui::tests::macro::CheckCommand ,0,0,0,0,0,5,0,0,3,28,12,5.6,21,11,4.2,7,6,1.4,183.857,90.898,5.97053,0.00823911,0.0177353,0.165989,0.0373304,3,4,1,2,15,0,1,2,31,6,35,0,0,0,3,16,12,0
473,['org::eclipse::pde::internal::ui::editor::toc::HelpEditorUtil ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.4286,0.0,0.0,0.0,0.0,0.0,0.0,10,1,6,4,15,0,3,0,61,6,6,1,2,0,4,30,17,0
474,['org::eclipse::pde::internal::core::plugin::Extensions ,1,1,0,0,0,23,1,0,7,117,12,5.086959999999999,129,34,5.6087,-12,10,-0.5217390000000001,258.857,120.57799999999999,13.2919,0.0367196,0.0336411,0.354358,0.05553969999999999,5,4,2,3,15,0,3,9,44,6,91,3,0,0,5,19,14,0
475,['org::eclipse::pde::internal::ui::tests::macro::ChoiceSelectionCommand ,0,0,0,0,0,7,0,0,3,26,14,3.71429,28,7,4.0,-2,9,-0.28571399999999997,183.857,61.1978,8.62288,0.011780200000000001,0.0211969,0.22697699999999998,0.0375879,8,2,1,7,45,0,2,0,88,10,18,1,4,0,5,43,24,0
476,['org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceTemplate ,1,0,0,0,0,2,0,1,2,13,13,6.5,17,17,8.5,-4,0,-2.0,95.5714,58.5714,1.56044,0.00498835,0.00803114,0.052585599999999996,0.0247077,3,5,1,2,28,0,2,13,29,8,80,0,0,0,7,14,8,0
477,['org::eclipse::pde::internal::ui::util::ImageOverlayIcon ,0,0,0,0,0,7,1,0,6,20,10,2.8571400000000002,17,5,2.42857,3,6,0.428571,335.286,129.364,6.4156900000000014,0.00272559,0.0163241,0.16933399999999998,0.034356800000000014,0,2,0,0,1,0,1,2,7,2,8,1,0,0,1,3,2,0
478,['org::eclipse::pde::internal::ui::editor::OrientableBlock ,1,1,0,0,0,2,0,0,2,3,3,1.5,3,3,1.5,0,0,0.0,110.0,75.8571,1.76682,0.000149651,0.0100966,0.0617154,0.0339284,0,2,0,0,1,0,0,0,30,2,7,0,0,0,1,4,2,0
479,['org::eclipse::pde::internal::core::plugin::PluginHandler ,1,1,0,0,0,14,0,1,5,81,28,5.78571,53,30,3.78571,28,12,2.0,177.571,81.8254,13.6128,0.0217375,0.0316108,0.35577,0.0432797,14,1,2,12,78,1,7,0,89,13,30,7,0,0,11,53,30,0
480,['org::eclipse::pde::internal::ui::refactoring::MovedTextFileChange ,1,1,0,0,0,4,0,0,2,24,10,6.0,20,17,5.0,4,10,1.0,80.2857,29.5714,4.77591,0.00803778,0.019997,0.14978699999999998,0.05009880000000001,1,1,1,0,1,0,1,0,22,2,0,1,0,0,2,6,4,0
481,['org::eclipse::pde::internal::ui::tests::macro::MacroIndex ,0,0,0,0,0,3,0,0,2,11,7,3.66667,29,25,9.66667,-18,0,-6.0,183.857,56.9091,3.10486,0.00460232,0.0110853,0.0903881,0.030970099999999997,2,2,1,1,1,0,0,0,9,2,15,0,0,0,2,5,2,0
482,['org::eclipse::pde::internal::ui::wizards::exports::CrossPlatformExportPage ,1,1,0,0,0,13,0,0,5,88,33,6.76923,81,46,6.23077,7,24,0.538462,174.429,100.87200000000001,7.7065,0.0287269,0.023306599999999997,0.212698,0.0589568,15,2,4,13,36,0,3,0,116,9,3,3,4,0,4,78,28,0
483,['org::eclipse::pde::internal::runtime::registry::RegistryBrowser ,0,0,0,0,0,3,0,0,2,4,4,1.33333,0,0,0.0,4,4,1.33333,381.0,0.571429,0.0,0.0,0.0,0.0,0.0,17,1,10,8,325,0,25,0,478,26,0,21,10,0,9,142,70,0
484,['org::eclipse::pde::internal::ui::editor::plugin::ExtensionHyperLink ,1,1,0,0,0,4,0,0,3,7,4,1.75,11,5,2.75,-4,0,-1.0,118.0,12.3061,2.90397,0.00396163,0.012007299999999999,0.08954329999999999,0.034255699999999986,2,2,1,1,1,0,0,1,6,2,10,0,0,0,2,4,2,0
485,['org::eclipse::pde::internal::core::schema::BaseSchemaHandler ,1,1,0,0,0,3,0,0,3,9,9,3.0,16,9,5.33333,-7,0,-2.33333,111.0,74.8571,3.12148,0.00329041,0.0120852,0.0945425,0.0315916,6,1,3,3,15,3,1,0,29,6,30,0,0,0,5,15,7,0
486,['org::eclipse::pde::internal::ui::preferences::TargetSourceTab ,1,1,0,0,0,20,1,0,5,793,295,39.65,116,70,5.8,677,295,33.85,149.143,24.6835,19.6298,0.0990434,0.06654639999999999,0.568623,0.147024,14,1,3,13,78,0,12,0,198,13,6,12,4,0,6,82,25,1
487,['org::eclipse::pde::internal::core::site::VersionableObject ,1,1,0,0,0,12,1,0,7,38,11,3.16667,34,8,2.83333,4,6,0.333333,302.57099999999997,92.1428,7.23217,0.00356231,0.0167878,0.186578,0.03147390000000001,5,4,1,4,10,1,2,9,23,5,49,1,0,0,3,14,7,0
488,['org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractSubDetails ,1,0,0,0,0,2,0,0,2,1,1,0.5,1,1,0.5,0,0,0.0,92.0,57.8571,1.76682,4.9883500000000004e-05,0.0100966,0.0617154,0.0339284,0,4,0,0,1,3,0,0,10,2,32,0,0,0,2,2,2,0
489,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSAddSubStepAction ,1,1,0,0,0,8,0,0,2,142,59,17.75,93,28,11.625,49,39,6.125,105.0,27.1429,8.77144,0.048885000000000005,0.0272046,0.249935,0.0489358,6,1,1,5,10,0,2,0,70,5,0,2,2,0,3,29,14,0
490,['org::eclipse::pde::internal::ui::launcher::LaunchPluginValidator ,1,1,1,0,0,36,0,1,5,973,262,27.0278,417,105,11.5833,556,262,15.4444,155.714,23.8523,23.0493,0.146628,0.06736030000000001,0.637645,0.13037,26,1,12,15,28,0,0,0,241,8,6,0,2,0,6,142,74,1
491,['org::eclipse::pde::internal::ui::build::BaseBuildAction ,1,1,0,0,0,35,1,0,7,421,77,12.0286,390,87,11.1429,31,74,0.8857139999999999,240.71400000000003,57.5979,17.3959,0.0646069,0.0838467,0.5503060000000001,0.14765,6,1,2,4,36,2,1,0,149,9,6,0,1,0,6,53,26,1
492,['org::eclipse::pde::internal::ui::tests::macro::MacroCommandShell ,0,0,0,0,0,10,0,0,3,145,44,14.5,149,68,14.9,-4,19,-0.4,183.857,45.6493,6.94415,0.0216451,0.0155298,0.176464,0.031057400000000002,25,2,2,24,406,0,7,0,390,29,15,7,11,0,15,177,122,0
493,['org::eclipse::pde::internal::ui::SWTFactory ,1,1,0,0,0,2,0,0,1,8,8,4.0,0,0,0.0,8,8,4.0,21.0,1.2857100000000001,1.42715,0.00518667,0.013615899999999998,0.06071080000000001,0.0552336,6,1,6,0,136,0,0,0,165,17,6,0,0,0,17,59,25,1
494,['org::eclipse::pde::internal::ui::editor::schema::SchemaAttributeDetails ,1,1,0,0,0,43,1,0,4,1500,431,34.8837,800,391,18.6047,700,431,16.2791,147.0,16.389,20.29,0.185114,0.0511894,0.544254,0.07130449999999999,12,4,3,9,36,4,12,2,199,9,47,12,1,0,6,55,19,1
495,['org::eclipse::pde::internal::ui::launcher::LauncherUtils ,1,1,1,1,1,123,1,1,7,2765,484,22.4797,2482,641,20.1789,283,484,2.30081,266.714,55.6424,31.2801,0.321151,0.074687,0.820523,0.113891,24,1,9,17,190,0,3,0,338,20,6,3,11,0,9,171,79,1
496,['org::eclipse::pde::internal::ui::correction::CreateClassXMLResolution ,1,1,0,0,0,13,3,2,4,48,11,3.69231,121,93,9.30769,-73,10,-5.61538,128.286,23.6786,9.15622,0.0276673,0.028432299999999997,0.260371,0.053743499999999986,15,3,1,14,6,0,0,6,40,4,17,0,1,0,2,31,11,0
497,['org::eclipse::pde::internal::ui::util::FileNameFilter ,0,0,0,0,0,4,0,0,3,27,10,6.75,15,10,3.75,12,10,3.0,188.571,51.7831,4.8313,0.010288,0.013612299999999999,0.130281,0.0339931,3,1,2,1,1,0,1,0,23,2,0,1,0,0,2,7,8,0
498,['org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSOperation ,1,1,0,0,0,7,0,0,3,148,110,21.1429,191,173,27.2857,-43,20,-6.14286,96.0,55.0956,6.830710000000002,0.0234099,0.0247524,0.204273,0.0534494,29,1,1,28,210,0,6,0,407,21,0,2,18,0,2,161,66,0
499,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSEditor ,1,1,0,0,0,11,0,0,3,106,29,9.63636,47,29,4.27273,59,24,5.36364,105.85700000000001,35.3693,10.2283,0.027617400000000004,0.0323701,0.293581,0.05841080000000001,11,4,0,11,171,0,0,1,90,19,73,0,0,0,9,47,24,0
500,['org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpBlock ,1,1,0,0,0,2,0,0,1,2,2,1.0,3,3,1.5,-1,0,-0.5,33.4286,18.2857,1.39536,0.00971457,0.0164715,0.06526509999999999,0.06598949999999999,7,2,1,6,28,0,1,0,52,8,8,1,0,0,6,21,16,0
501,['org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPage ,1,1,0,0,0,10,0,3,2,375,117,37.5,208,106,20.8,167,116,16.7,108.14299999999999,41.0549,7.284839999999999,0.0723867,0.026017200000000004,0.21678000000000003,0.05558680000000001,13,1,3,12,300,2,13,0,313,25,0,9,10,0,9,133,79,0
502,['org::eclipse::pde::internal::ui::editor::plugin::LibraryVisibilitySection ,1,1,0,0,0,20,1,0,5,767,280,38.35,180,114,9.0,587,280,29.35,180.71400000000003,25.8774,16.789,0.109524,0.0376663,0.434841,0.048534,18,5,1,17,120,0,9,2,202,16,72,9,6,0,8,100,40,0
503,['org::eclipse::pde::internal::ui::editor::site::SiteSourcePage ,1,1,0,0,0,18,1,0,8,101,24,5.61111,58,14,3.22222,43,20,2.38889,302.57099999999997,130.274,9.23472,0.0104671,0.0220921,0.24180100000000002,0.0367513,3,4,1,2,28,0,0,0,26,8,70,0,0,0,7,10,8,0
504,['org::eclipse::pde::ui::launcher::PluginJUnitMainTab ,1,1,0,0,0,10,0,0,4,94,31,9.4,22,18,2.2,72,31,7.2,155.857,17.4802,7.2298,0.0164681,0.0611215,0.28347,0.178824,5,3,1,4,6,0,0,46,11,4,19,0,0,0,3,8,3,0
505,['org::eclipse::pde::internal::ui::launcher::PluginStatusDialog ,1,1,0,0,0,17,0,0,5,168,69,9.88235,83,26,4.88235,85,62,5.0,207.28599999999997,124.771,15.3807,0.0832302,0.049205599999999995,0.428461,0.12126500000000001,4,1,1,3,55,0,3,0,63,11,0,3,1,0,5,35,13,0
506,['org::eclipse::pde::internal::ui::editor::plugin::ExtensionsPage ,1,1,0,0,0,24,0,0,7,199,36,8.29167,143,49,5.95833,56,29,2.33333,227.429,121.825,20.9156,0.05088,0.0445965,0.533881,0.054990199999999996,10,2,1,9,6,0,3,0,41,4,28,2,0,0,2,22,12,0
507,['org::eclipse::pde::internal::core::text::plugin::PluginParentNode ,1,1,0,0,0,7,0,0,4,180,79,25.7143,17,9,2.42857,163,79,23.2857,151.143,12.6397,7.2288,0.0115544,0.0204843,0.198684,0.040396100000000004,3,4,0,3,15,2,1,13,28,6,179,1,0,0,6,23,7,0
508,['org::eclipse::pde::internal::ui::editor::schema::SchemaRearranger ,1,1,0,0,0,7,0,1,3,173,109,24.7143,76,69,10.8571,97,103,13.8571,145.857,33.1808,8.027239999999999,0.0205919,0.021423599999999998,0.216466,0.041053,13,1,1,12,91,0,1,0,169,14,6,1,0,0,14,108,52,0
509,['org::eclipse::pde::internal::ui::launcher::LaunchValidationOperation ,1,1,0,0,0,5,0,0,2,26,16,5.2,31,26,6.2,-5,5,-1.0,77.4286,26.9945,3.8366800000000003,0.00408396,0.015410299999999998,0.118227,0.0385881,10,1,3,7,45,2,2,0,113,10,6,1,2,0,5,54,26,0
510,['org::eclipse::pde::internal::core::text::bundle::PackageFriend ,1,1,0,0,0,8,0,0,4,136,40,17.0,40,35,5.0,96,40,12.0,151.143,42.0,6.41247,0.013478700000000001,0.0205318,0.18365,0.041566900000000004,8,2,6,2,15,0,3,0,19,6,24,3,0,0,6,8,6,0
511,['org::eclipse::pde::internal::ui::editor::plugin::DependencyPropertiesDialog ,1,1,0,0,0,19,0,0,5,742,209,39.0526,424,180,22.3158,318,175,16.7368,180.857,31.8883,16.9705,0.25337,0.042408600000000005,0.4500770000000001,0.07201210000000001,6,1,3,3,21,0,10,0,82,7,0,10,0,0,4,26,11,0
512,['org::eclipse::pde::internal::core::feature::FeatureFactory ,0,0,0,0,0,7,1,0,6,91,59,13.0,68,58,9.71429,23,9,3.28571,335.286,230.173,6.425990000000001,0.00823229,0.015846100000000002,0.16853900000000002,0.0313813,9,1,1,8,36,0,1,0,51,9,14,1,0,0,9,24,9,0
513,['org::eclipse::pde::internal::core::MinimalState ,1,1,1,1,0,54,0,1,5,1305,476,24.1667,493,145,9.12963,812,476,15.037,175.71400000000003,14.3502,29.9939,0.21049299999999999,0.0787387,0.803194,0.142929,24,1,16,9,190,1,11,0,185,20,6,5,7,0,8,96,66,1
514,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTask ,1,1,0,0,0,3,0,0,2,39,28,13.0,12,12,4.0,27,28,9.0,102.0,21.4469,3.00782,0.00957733,0.0121052,0.0924599,0.0319177,10,5,1,9,78,0,2,99,77,13,131,2,0,0,11,45,21,0
515,['org::eclipse::pde::internal::core::product::WorkspaceProductModel ,1,1,0,0,0,14,0,0,5,90,22,6.42857,48,18,3.4285699999999997,42,20,3.0,191.143,86.5159,11.9584,0.0222243,0.0363843,0.331568,0.08351760000000001,9,5,3,6,66,0,4,1,83,12,78,4,0,0,12,41,17,1
516,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContextManager ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,99.2857,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1,1,0,0,0,10,2,29,0,0,0,2,4,3,0
517,['org::eclipse::pde::internal::ui::templates::ide::BuilderNewWizard ,1,0,0,0,0,2,0,1,2,1,1,0.5,1,1,0.5,0,0,0.0,95.5714,58.5714,1.56044,0.000332557,0.00803114,0.052585599999999996,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0
518,['org::eclipse::pde::internal::core::plugin::AbstractExtensions ,1,1,0,0,0,27,2,0,7,399,101,14.7778,291,45,10.7778,108,56,4.0,258.857,179.22,18.4852,0.10780999999999999,0.047803899999999996,0.4956100000000001,0.0817115,18,3,5,13,190,2,5,5,173,20,71,1,0,1,14,121,44,0
519,['org::eclipse::pde::internal::ui::editor::schema::SchemaFormPage ,1,1,0,0,0,29,1,0,9,538,108,18.5517,314,61,10.8276,224,106,7.7241399999999985,335.286,204.206,19.2402,0.0861538,0.0490894,0.5139779999999999,0.08106089999999999,13,2,1,12,78,0,6,0,113,13,29,5,7,0,4,55,24,1
520,['org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerDialog ,1,1,0,0,0,4,0,1,3,18,14,4.5,31,27,7.75,-13,0,-3.25,83.1429,41.8968,4.564769999999998,0.00195808,0.017840400000000003,0.139575,0.042931,7,1,3,4,45,0,9,0,108,10,0,9,4,0,2,40,18,0
521,['org::eclipse::pde::internal::ui::editor::toc::details::TocDetails ,1,0,0,0,0,8,0,0,4,624,292,78.0,99,58,12.375,525,292,65.625,61.1429,3.5860800000000004,5.02919,0.0679795,0.0210204,0.15773900000000002,0.052183400000000005,8,4,1,7,210,0,4,0,147,21,39,4,10,0,7,76,27,0
522,['org::eclipse::pde::internal::ui::tests::macro::Macro ,0,0,0,0,0,7,0,0,2,93,60,13.2857,70,56,10.0,23,19,3.28571,183.857,98.1044,4.18914,0.00819525,0.012309700000000002,0.11457,0.030987200000000003,7,1,2,5,253,0,5,0,176,23,8,4,9,1,13,102,47,0
523,['org::eclipse::pde::internal::core::text::AbstractTextChangeListener ,1,1,0,0,0,3,0,0,3,5,3,1.66667,44,41,14.6667,-39,0,-13.0,135.571,62.1143,3.17625,0.0116641,0.011756299999999999,0.0943806,0.0311753,0,2,0,0,0,2,3,0,4,1,9,0,0,0,1,2,1,0
524,['org::eclipse::pde::internal::ui::parts::CheckboxTablePart ,1,1,0,0,0,11,1,0,6,53,12,4.81818,46,21,4.18182,7,7,0.636364,335.286,140.989,7.47927,0.00479464,0.0178894,0.19451500000000002,0.0345277,13,4,12,1,15,1,0,1,32,6,31,0,0,0,2,10,6,0
525,['org::eclipse::pde::internal::core::text::bundle::CompositeManifestHeader ,1,1,0,0,0,22,2,0,5,682,191,31.0,134,94,6.09091,548,191,24.9091,151.0,38.9948,11.3454,0.06549959999999999,0.0307019,0.309686,0.0500978,18,4,12,6,120,4,5,4,210,16,55,3,0,0,10,78,63,0
526,['org::eclipse::pde::internal::ui::editor::feature::RequiresSection ,1,1,1,0,1,51,1,0,9,1064,200,20.8627,724,182,14.1961,340,119,6.66667,335.286,121.51899999999999,17.1453,0.123153,0.038739300000000004,0.444446,0.0511211,31,5,1,30,351,0,4,2,365,27,74,4,9,0,11,187,76,0
527,['org::eclipse::pde::internal::ui::editor::plugin::ManifestEditor ,1,1,1,0,0,87,3,0,8,1353,182,15.5517,955,238,10.977,398,91,4.57471,227.429,85.47200000000002,36.1864,0.28815,0.0781505,0.926008,0.101493,58,4,13,48,780,0,7,5,548,40,78,7,9,0,15,328,150,0
528,['org::eclipse::pde::internal::ui::preferences::TabFolderLayout ,0,0,0,0,0,4,0,0,2,127,54,31.75,21,21,5.25,106,54,26.5,149.286,17.5906,3.1116599999999996,0.00915069,0.0118911,0.0928682,0.034011400000000004,1,1,1,0,3,0,0,0,30,3,0,0,0,0,1,9,8,0
529,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSContentProvider ,1,1,0,0,0,3,0,0,2,7,4,2.33333,7,6,2.33333,0,2,0.0,105.85700000000001,41.3469,3.1308599999999998,0.00140482,0.012647,0.0959915,0.034645999999999996,4,2,2,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0
530,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSTaskDetails ,1,1,0,0,0,18,0,0,2,638,397,35.4444,210,136,11.6667,428,391,23.7778,99.2857,15.03,12.3564,0.180108,0.0359347,0.346518,0.05505980000000001,24,4,2,22,351,0,8,0,387,27,32,8,18,0,9,176,59,0
531,['org::eclipse::pde::internal::ui::util::SharedLabelProvider ,1,1,1,0,1,34,1,0,8,306,51,9.0,193,64,5.67647,113,29,3.3235300000000003,335.286,160.338,14.7298,0.0586856,0.03745490000000001,0.392315,0.06575089999999999,48,1,42,6,105,3,15,0,156,15,0,1,6,2,9,73,52,0
532,['org::eclipse::pde::internal::core::product::Product ,1,1,0,0,0,41,1,0,6,696,83,16.9756,345,36,8.41463,351,61,8.56098,191.143,47.6605,23.6105,0.188985,0.059269900000000014,0.619785,0.114436,12,3,1,11,861,0,16,7,350,42,67,16,2,0,40,195,111,1
533,['org::eclipse::pde::internal::core::schema::SchemaRootElement ,1,0,0,0,0,9,0,0,2,108,32,12.0,18,8,2.0,90,32,10.0,146.857,30.0556,8.07975,0.0259589,0.0301888,0.236319,0.0867035,7,5,4,3,15,0,3,19,30,6,92,3,0,0,6,16,8,0
534,['org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerEntry ,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,83.2857,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3,0,2,0,10,3,8,2,0,0,3,3,3,0
535,['org::eclipse::pde::internal::ui::editor::feature::FeatureAdvancedPage ,1,1,0,0,0,17,1,0,7,190,66,11.1765,126,52,7.411760000000001,64,60,3.76471,331.714,147.751,10.6096,0.0302709,0.0247821,0.274838,0.0426379,7,2,1,6,3,0,6,0,43,3,28,5,0,0,1,17,3,0
536,['org::eclipse::pde::internal::ui::util::PluginWorkingSet ,1,1,0,0,0,17,1,0,5,219,71,12.8824,144,65,8.47059,75,35,4.41176,207.71400000000003,95.544,17.9064,0.061022400000000004,0.0374867,0.454358,0.046823000000000004,10,1,0,10,28,0,4,0,160,8,0,4,2,0,6,56,27,1
537,['org::eclipse::pde::internal::ui::views::plugins::JavaSearchActionGroup ,1,1,0,0,0,5,0,1,2,37,26,7.4,69,52,13.8,-32,0,-6.4,108.14299999999999,35.4479,6.08326,0.0147983,0.0208297,0.178371,0.043325800000000005,9,1,3,7,10,0,0,0,71,5,0,0,3,0,2,46,21,0
538,['org::eclipse::pde::internal::ui::editor::toc::TocSourcePage ,1,1,0,0,0,16,0,0,3,292,94,18.25,78,27,4.875,214,94,13.375,60.2857,4.07877,4.41258,0.021183,0.018583199999999998,0.138856,0.0463837,12,4,2,10,78,0,0,0,59,13,70,0,0,0,8,34,18,0
539,['org::eclipse::pde::internal::ui::editor::toc::actions::TocAddAnchorAction ,0,0,0,0,0,6,0,0,2,92,44,15.3333,8,4,1.33333,84,44,14.0,61.1429,1.9891299999999998,4.33338,0.010707,0.018535299999999998,0.13685999999999998,0.047507199999999986,6,2,1,5,1,0,0,2,13,2,4,0,0,0,2,10,3,0
540,['org::eclipse::pde::internal::core::text::toc::TocDocumentHandler ,1,0,0,0,0,6,0,0,3,187,126,31.1667,91,85,15.1667,96,126,16.0,59.5714,0.799083,4.41258,0.014073500000000001,0.018583199999999998,0.138856,0.0463837,2,3,1,2,3,0,1,2,10,3,54,1,0,0,1,6,3,0
541,['org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpFormOutlinePage ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.4286,0.0,0.0,0.0,0.0,0.0,0.0,7,3,1,6,6,0,0,4,27,4,21,0,0,0,2,12,9,0
542,['org::eclipse::pde::internal::core::text::bundle::BundleModelFactory ,1,1,0,0,0,7,0,0,3,212,75,30.2857,64,42,9.14286,148,75,21.1429,151.143,29.3241,6.3155199999999985,0.018328900000000002,0.0216623,0.183292,0.0527643,21,1,2,19,1,0,1,0,45,2,7,1,0,0,2,36,19,0
543,['org::eclipse::pde::internal::ui::editor::feature::FeatureEditorContributor ,0,0,0,0,0,15,1,0,6,100,33,6.66667,74,34,4.9333300000000015,26,21,1.73333,335.286,113.589,6.79305,0.00881137,0.019171900000000002,0.185277,0.04048669999999999,4,3,0,4,28,0,3,3,34,8,33,3,0,0,6,18,9,0
544,['org::eclipse::pde::internal::ui::nls::ModelChange ,1,1,0,0,0,16,0,0,3,449,156,28.0625,122,38,7.625,327,156,20.4375,154.857,8.88673,9.70651,0.0396649,0.022239099999999998,0.251458,0.035488,15,1,8,7,120,0,9,0,116,16,6,8,2,0,13,53,50,0
545,['org::eclipse::pde::internal::core::PDECoreMessages ,1,1,1,0,0,58,2,2,6,307,143,5.2931,98,12,1.68966,209,143,3.60345,178.857,68.9618,35.8788,0.0959055,0.199176,4.99501,0.400336,0,1,0,0,0,0,185,0,0,0,0,1,0,184,0,0,0,1
546,['org::eclipse::pde::internal::ui::wizards::feature::PluginListPage ,1,1,0,0,0,19,0,0,6,206,109,10.8421,138,40,7.263160000000001,68,99,3.57895,240.71400000000003,150.542,13.4381,0.0569865,0.061403599999999996,0.41057,0.131413,11,2,3,8,15,0,3,1,119,6,4,3,1,0,4,42,20,0
547,['org::eclipse::pde::internal::core::plugin::WorkspaceFragmentModel ,1,1,0,0,0,12,2,0,7,47,21,3.91667,36,15,3.0,11,6,0.916667,335.286,134.495,9.97572,0.00342991,0.026442300000000002,0.26853299999999997,0.0491907,11,8,8,3,6,1,1,4,14,4,172,1,0,0,4,8,4,0
548,['org::eclipse::pde::internal::core::builders::UpdateSiteBuilder ,1,1,0,0,0,4,0,0,4,8,6,2.0,8,6,2.0,0,0,0.0,133.571,76.0178,4.19546,0.00124767,0.013524200000000002,0.119524,0.031516900000000014,4,1,0,4,1,0,0,0,29,2,0,0,1,0,0,14,7,1
549,['org::eclipse::pde::internal::core::product::SplashInfo ,1,1,0,0,0,15,0,0,6,324,151,21.6,116,52,7.7333300000000005,208,150,13.8667,188.429,77.0463,12.6913,0.095102,0.030299700000000002,0.333497,0.0446214,7,3,2,5,231,0,18,5,170,22,44,10,3,0,19,86,83,0
550,['org::eclipse::pde::internal::ui::editor::site::MirrorsSection ,1,1,0,0,0,7,0,0,3,47,23,6.714289999999999,44,26,6.28571,3,8,0.428571,187.28599999999997,108.76299999999999,9.5467,0.0137255,0.0237783,0.251988,0.042650199999999985,8,3,1,7,66,0,1,0,87,12,21,1,2,0,10,53,18,0
551,['org::eclipse::pde::internal::ui::editor::text::PackageHyperlink ,1,0,0,0,0,6,0,1,3,6,2,1.0,21,18,3.5,-15,1,-2.5,118.0,30.2143,5.99576,0.00693483,0.020820500000000002,0.176426,0.0445658,6,3,1,5,1,0,1,1,19,2,13,0,0,1,1,12,4,0
552,['org::eclipse::pde::internal::ui::wizards::product::UpdateSplashHandlerAction ,1,1,0,0,0,2,0,0,2,124,124,62.0,185,185,92.5,-61,0,-30.5,76.0,41.8571,1.76682,0.007706999999999999,0.0100966,0.0617154,0.0339284,15,1,3,12,630,0,9,14,425,36,0,9,23,0,13,153,85,0
553,['org::eclipse::pde::internal::ui::editor::text::ColorManager ,1,1,0,0,0,25,2,0,9,244,47,9.76,129,26,5.16,115,33,4.6,335.286,147.82299999999998,12.2832,0.0302827,0.0331938,0.330444,0.0699515,9,1,7,2,36,0,3,28,85,9,9,3,2,0,7,36,21,0
554,['org::eclipse::pde::internal::core::SourceLocation ,1,1,1,0,0,16,1,0,7,44,10,2.75,86,30,5.375,-42,10,-2.625,328.14300000000003,117.25,9.90134,0.0087528,0.0243592,0.259,0.0494578,6,1,5,1,28,0,2,0,28,8,6,2,0,0,8,12,9,0
555,['org::eclipse::pde::internal::ui::wizards::tools::UpdateBuildpathWizardPage ,1,1,0,0,0,12,0,0,5,61,18,5.08333,97,41,8.08333,-36,5,-3.0,240.71400000000003,76.2295,9.33423,0.00731166,0.02078,0.238731,0.0353663,8,1,2,7,21,0,4,0,49,7,0,4,1,0,6,29,7,0
556,['org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentQuery ,0,0,0,0,0,9,0,0,4,51,21,5.66667,24,15,2.66667,27,21,3.0,201.28599999999997,47.1204,9.95198,0.0102309,0.0204285,0.248675,0.0344336,4,1,2,2,21,0,3,0,38,7,6,3,0,0,7,18,12,0
557,['org::eclipse::pde::internal::ui::wizards::tools::UpdateClasspathJob ,1,1,0,0,0,18,0,0,5,60,16,3.33333,59,23,3.2777800000000004,1,6,0.055555600000000004,195.28599999999997,69.1167,12.3495,0.00915739,0.0289569,0.317897,0.0591609,6,1,2,5,3,0,1,0,51,3,0,0,0,1,2,23,9,0
