,classname,numberOfBugsFoundUntil, numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: ,numberOfVersionsUntil, numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc ,bugs, nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs 
322,['org::eclipse::pde::internal::ui::commands::TagManager ,0,0,0,0,0,3,0,0,2,32,28,10.6667,35,31,11.6667,-3,0,-1,104.857,63.4107,3.17095,0.00301798,0.0131168,0.0982862,0.0354147,4,1,1,3,21,0,2,0,50,7,6,2,2,0,5,29,15,0,0,0,0,0
323,['org::eclipse::pde::internal::ui::search::dependencies::PackageFinder ,2,2,0,0,0,3,0,0,1,80,79,26.6667,109,108,36.3333,-29,0,-9.66667,83.8571,49.1643,3.12618,0.00543243,0.0135406,0.0986963,0.0368315,5,1,1,4,21,0,0,0,214,7,6,0,1,0,2,117,64,0,0,0,0,0
324,['org::eclipse::pde::internal::core::schema::SchemaRegistry ,9,9,1,1,2,43,4,0,9,760,332,17.6744,864,385,20.093,-104,66,-2.4186,335.286,91.8015,17.4516,0.0436441,0.0433158,0.46316,0.0688407,24,1,14,12,36,0,1,0,95,9,6,1,4,0,5,52,27,0,0,0,0,0
325,['org::eclipse::pde::internal::ui::editor::site::NewArchiveDialog ,2,2,0,0,0,18,1,0,6,223,141,12.3889,172,69,9.55556,51,72,2.83333,287.857,93.8065,10.6248,0.0141928,0.0212265,0.26377,0.034525,6,1,0,6,66,0,6,0,114,12,0,6,8,0,1,48,28,0,0,0,0,0
326,['org::eclipse::pde::internal::core::text::bundle::BundleNameHeader ,0,0,0,0,0,4,0,0,2,67,32,16.75,4,4,1,63,32,15.75,151,5.34755,3.30831,0.00361819,0.0116346,0.0962807,0.0310383,4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0,0,0,0,0
327,['org::eclipse::pde::internal::ui::wizards::exports::FeatureOptionsTab ,2,1,0,0,0,10,0,0,4,214,77,21.4,33,20,3.3,181,77,18.1,140,28.3264,7.17242,0.0549387,0.0339255,0.228232,0.104807,5,3,1,4,36,0,4,3,58,9,32,4,0,0,1,30,14,1,0,0,0,0
328,['org::eclipse::pde::internal::core::exports::SiteBuildOperation ,4,3,0,0,0,7,0,0,3,62,34,8.85714,16,6,2.28571,46,33,6.57143,128.143,110.7,5.05091,0.0566947,0.0647697,0.247483,0.207366,9,3,1,8,3,0,1,8,29,3,36,1,0,0,1,17,8,2,0,1,0,0
329,['org::eclipse::pde::internal::core::converter::PluginConverter ,4,3,0,0,0,7,0,0,3,85,41,12.1429,68,30,9.71429,17,11,2.42857,106,30.2353,8.61553,0.0282923,0.0295969,0.252942,0.0617146,23,1,3,20,465,0,33,0,452,31,6,14,23,1,7,291,118,1,0,0,0,0
330,['org::eclipse::pde::internal::ui::nls::ExternalizeStringsProcessor ,1,0,0,0,0,2,0,0,2,8,8,4,21,21,10.5,-13,0,-6.5,58,23.8571,1.76682,0.000723311,0.0100966,0.0617154,0.0339284,4,1,1,3,45,0,1,0,38,10,0,0,0,1,10,18,10,0,0,0,0,0
331,['org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpContext ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,9,5,4,6,66,0,1,30,51,12,253,1,0,0,12,27,17,0,0,0,0,0
332,['org::eclipse::pde::internal::ui::wizards::feature::OpenProjectWizardAction ,2,2,0,0,0,15,1,0,6,48,10,3.2,38,8,2.53333,10,10,0.666667,228,79.1696,12.9417,0.0112638,0.0244018,0.317737,0.034705,4,1,0,4,1,0,0,0,21,2,0,0,0,0,2,13,5,0,0,0,0,0
333,['org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpContentProvider ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,4,2,2,2,10,0,0,0,22,5,9,0,0,0,5,11,7,0,0,0,0,0
334,['org::eclipse::pde::internal::ui::wizards::product::BaseProductCreationOperation ,7,6,1,0,0,26,1,0,5,168,29,6.46154,120,49,4.61538,48,15,1.84615,190.143,66.2338,25.2449,0.0389087,0.0635022,0.664292,0.119833,27,1,3,24,36,2,1,0,143,9,0,1,3,0,1,75,35,1,0,0,0,0
335,['org::eclipse::pde::internal::ui::editor::site::FeaturesPage ,1,1,0,0,0,17,0,0,6,195,49,11.4706,117,31,6.88235,78,36,4.58824,241.714,62.1326,10.9524,0.0164397,0.0252949,0.283022,0.0426652,8,2,2,6,10,0,3,0,38,5,28,2,2,0,1,15,5,0,0,0,0,0
336,['org::eclipse::pde::internal::ui::preferences::TargetEnvironmentPreferenceNode ,1,1,0,0,0,8,0,0,3,20,10,2.5,107,93,13.375,-87,10,-10.875,239,75.6929,4.02695,0.0243572,0.00559731,0.0939898,0.000502744,0,2,0,0,1,0,0,1,3,2,18,0,0,0,1,2,1,1,0,0,0,0
337,['org::eclipse::pde::internal::core::feature::FeatureInfo ,1,1,0,0,0,20,1,0,7,110,38,5.5,100,39,5,10,10,0.5,335.286,79.8883,9.5123,0.00558744,0.0193122,0.237287,0.031428,6,3,2,4,66,0,4,8,73,12,57,4,1,0,10,39,27,0,0,0,0,0
338,['org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionOperation ,13,12,1,0,0,39,0,0,6,1217,223,31.2051,657,118,16.8462,560,220,14.359,187.857,61.2122,26.3437,0.273569,0.0534454,0.662987,0.0653376,30,2,1,29,528,1,7,1,412,33,11,6,29,0,2,233,96,1,0,0,0,0
339,['org::eclipse::pde::internal::ui::launcher::OSGiValidationOperation ,1,1,0,0,0,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,77.4286,5.85714,1.50465,0.000441945,0.0041253,0.0418317,0.00433591,3,2,2,1,1,0,0,1,6,2,14,0,0,0,1,3,2,0,0,0,0,0
340,['org::eclipse::pde::internal::core::util::HeaderMap ,1,1,0,0,0,2,0,0,2,4,4,2,4,4,2,0,0,0,72.4286,36.2857,1.77712,0.000311572,0.00961856,0.0609203,0.0309529,4,1,3,1,0,0,1,0,3,1,0,1,0,0,1,2,1,0,0,0,0,0
341,['org::eclipse::pde::internal::core::text::DocumentXMLNode ,1,0,0,0,0,2,0,0,2,1,1,0.5,1,1,0.5,0,0,0,56.4286,20.2857,1.77712,7.79E-05,0.00961856,0.0609203,0.0309529,0,1,0,0,3,3,0,3,6,3,7,0,0,0,3,4,2,0,0,0,0,0
342,['org::eclipse::pde::internal::ui::refactoring::PDERefactoringAction ,1,0,0,0,0,3,0,1,1,22,12,7.33333,12,12,4,10,10,3.33333,45.8571,7.75325,3.05459,0.00499974,0.0158218,0.103073,0.0489416,9,1,7,2,15,2,1,0,21,6,0,1,1,0,5,14,4,0,0,0,0,0
343,['org::eclipse::ui::internal::views::log::SharedImages ,1,0,0,0,0,3,0,0,1,12,9,4,11,10,3.66667,1,2,0.333333,49.4286,10.5,2.99178,0.00257075,0.0147972,0.0994126,0.0438154,4,1,3,1,3,0,29,0,8,3,6,4,1,0,2,7,3,0,0,0,0,0
344,['org::eclipse::pde::internal::ui::editor::text::XMLDoubleClickStrategy ,1,1,0,0,0,4,0,0,3,6,4,1.5,9,7,2.25,-3,0,-0.75,147.571,83.0476,4.30172,0.00123235,0.0140827,0.122757,0.0344154,2,1,1,1,6,0,1,0,50,4,6,0,1,0,2,14,10,0,0,0,0,0
345,['org::eclipse::pde::internal::runtime::PDERuntimePlugin ,0,0,0,0,0,4,0,0,2,5,4,1.25,1,1,0.25,4,4,1,381,3.25714,0,0,0,0,0,15,1,12,3,105,0,6,0,77,15,0,4,2,0,13,43,24,0,0,0,0,0
346,['org::eclipse::pde::internal::core::builders::PDEMarkerFactory ,19,7,0,0,0,23,7,1,4,94,24,4.08696,51,18,2.21739,43,11,1.86957,133.571,32.6565,12.4057,0.0268853,0.0381883,0.350401,0.0766164,2,1,2,0,1,0,42,0,6,2,7,0,0,0,2,3,1,1,0,0,0,0
347,['org::eclipse::pde::internal::ui::correction::AddBuildEntryResolution ,1,1,0,0,0,4,2,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,3.18664,0.00254719,0.0122967,0.0957854,0.0341758,3,3,1,2,3,0,0,7,15,3,14,0,0,0,2,8,4,0,0,0,0,0
348,['org::eclipse::pde::internal::ui::editor::toc::details::TocLinkDetails ,4,2,0,0,0,10,0,0,4,455,212,45.5,89,46,8.9,366,212,36.6,61.1429,3.5551,5.02919,0.0482,0.0210204,0.157739,0.0521834,9,4,2,7,120,0,2,0,96,16,39,2,4,0,7,47,20,0,0,0,0,0
349,['org::eclipse::pde::internal::core::plugin::AbstractPluginModelBase ,6,6,1,1,1,61,2,1,9,508,54,8.32787,506,82,8.29508,2,40,0.0327869,335.286,120.229,22.588,0.0495584,0.0493253,0.581421,0.0586375,17,6,9,8,325,2,5,2,106,26,89,3,0,0,25,66,29,0,0,0,0,0
350,['org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardExpressPage ,8,7,1,1,0,46,0,0,7,428,50,9.30435,302,72,6.56522,126,41,2.73913,275.429,80.5377,19.4361,0.0329271,0.0421124,0.49789,0.0542399,18,2,1,17,66,0,3,6,188,12,14,3,8,0,2,86,34,0,0,0,0,0
351,['org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager ,0,0,0,0,0,8,0,0,4,23,10,2.875,25,10,3.125,-2,4,-0.25,227.429,19.646,4.64887,0.00198373,0.00622749,0.107619,0.000428437,2,2,1,1,3,0,0,0,10,3,29,0,1,0,2,6,4,0,0,0,0,0
352,['org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget ,0,0,0,0,0,5,0,0,3,6,3,1.2,12,6,2.4,-6,0,-1.2,183.857,116.833,6.18007,0.00568366,0.0179441,0.170538,0.037331,2,2,1,1,3,0,0,0,11,3,11,0,0,0,3,6,3,0,0,0,0,0
353,['org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution ,1,1,0,0,0,6,2,1,3,20,10,3.33333,28,18,4.66667,-8,7,-1.33333,128.286,28.5714,3.18664,0.00672095,0.0122967,0.0957854,0.0341758,1,2,0,1,1,23,0,5,9,2,12,0,0,0,1,4,4,0,0,0,0,0
354,['org::eclipse::pde::internal::ui::editor::target::TargetInputContext ,1,1,0,0,0,4,0,0,3,10,7,2.5,19,17,4.75,-9,1,-2.25,144.857,95.1714,4.57263,0.00266161,0.0173552,0.138328,0.0411648,9,3,1,8,15,0,1,1,49,6,41,0,0,0,2,26,11,0,0,0,0,0
355,['org::eclipse::pde::internal::ui::nls::ModelChangeTable ,1,1,0,0,0,10,0,0,3,170,74,17,60,43,6,110,74,11,154.857,9.96639,6.30121,0.0130875,0.0166482,0.168658,0.0345068,6,1,4,2,21,0,3,0,32,7,6,3,0,0,7,20,10,0,0,0,0,0
356,['org::eclipse::pde::internal::ui::samples::SelectionPage ,0,0,0,0,0,2,0,0,2,32,32,16,32,32,16,0,0,0,151.143,117,1.76682,0.00159627,0.0100966,0.0617154,0.0339284,7,1,2,7,6,0,3,0,53,4,0,3,2,0,2,22,7,0,0,0,0,0
357,['org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileMainPage ,4,4,1,0,0,22,1,0,8,340,93,15.4545,171,28,7.77273,169,67,7.68182,335.286,182.176,16.1061,0.116715,0.0344706,0.410909,0.0448919,10,2,1,9,36,0,2,12,118,9,14,2,0,0,3,40,32,0,0,0,0,0
358,['org::eclipse::pde::internal::core::util::CheatSheetUtil ,2,2,0,0,0,4,0,0,3,69,61,17.25,12,8,3,57,58,14.25,102,31.0745,4.79899,0.0212025,0.0180854,0.145418,0.0404947,8,1,1,7,1,0,0,0,87,2,6,0,1,0,1,36,11,1,0,0,0,0
359,['org::eclipse::pde::internal::ui::editor::toc::details::TocTopicDetails ,3,1,0,0,0,9,0,0,4,542,252,60.2222,98,51,10.8889,444,252,49.3333,61.1429,3.74275,5.02919,0.0582724,0.0210204,0.157739,0.0521834,7,4,1,6,153,0,3,0,120,18,39,3,7,0,7,61,23,0,0,0,0,0
360,['org::eclipse::pde::internal::ui::refactoring::MoveFromChange ,0,0,0,0,0,8,0,0,3,67,21,8.375,30,14,3.75,37,18,4.625,157.286,16.2964,5.35698,0.00982125,0.0148854,0.144873,0.0341501,4,1,2,2,10,0,1,0,24,5,0,0,0,1,5,11,6,0,0,0,0,0
361,['org::eclipse::pde::internal::ui::wizards::FeatureSelectionDialog ,2,2,0,0,0,9,0,0,5,23,10,2.55556,34,9,3.77778,-11,8,-1.22222,188.286,104.404,11.7134,0.0376238,0.0404395,0.332493,0.106803,4,1,2,2,3,0,0,0,16,3,0,0,0,0,2,12,3,0,0,0,0,0
362,['org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferencePage ,35,33,5,2,1,104,3,0,10,1965,290,18.8942,1258,164,12.0962,707,250,6.79808,335.286,166.53,34.5185,0.215509,0.102973,0.948907,0.226757,26,1,5,25,561,0,22,0,523,34,0,18,19,0,10,257,85,2,0,0,0,0
363,['org::eclipse::pde::internal::ui::refactoring::PDERenameParticipant ,3,1,0,0,0,12,0,2,4,139,42,11.5833,96,49,8,43,32,3.58333,158.143,49.7225,11.9189,0.0427451,0.0333459,0.324421,0.0707195,7,1,2,5,45,4,2,0,65,10,0,0,1,0,3,54,23,0,0,0,0,0
364,['org::eclipse::pde::internal::core::text::bundle::ExportPackageHeader ,4,3,0,0,0,13,2,0,4,145,48,11.1538,53,30,4.07692,92,48,7.07692,151.143,28.4443,9.66991,0.0155881,0.0256749,0.262385,0.0412338,16,6,12,4,15,0,1,6,23,6,78,1,0,0,5,15,8,0,0,0,0,0
365,['org::eclipse::pde::internal::core::ant::ConvertSchemaToHTML ,6,5,0,0,0,13,0,0,5,55,33,4.23077,99,58,7.61538,-44,1,-3.38462,133.571,75.4987,13.2632,0.0196488,0.0375789,0.36862,0.0580681,21,1,0,21,28,0,4,0,136,8,0,4,3,0,5,92,34,0,0,0,0,0
366,['org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewerCreator ,2,1,0,0,0,3,0,0,1,11,10,3.66667,1,1,0.333333,10,10,3.33333,144.429,17.3896,2.5349,0.00238503,0.00398611,0.0610414,0.000487047,1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0,0,0,0,0
367,['org::eclipse::pde::internal::ui::launcher::BundleLauncherHelper ,7,7,1,0,0,7,0,0,3,74,33,10.5714,37,20,5.28571,37,27,5.28571,71.5714,39.6236,7.25623,0.0197049,0.043408,0.254391,0.144345,14,1,6,8,21,0,1,0,114,7,6,0,0,0,7,78,38,1,0,1,1,0
368,['org::eclipse::pde::internal::ui::wizards::templates::TemplateSelectionPage ,6,5,1,0,0,25,2,0,6,264,82,10.56,259,65,10.36,5,23,0.2,335.286,92.7451,8.42705,0.02255,0.0222931,0.226056,0.042673,12,1,1,11,55,0,4,0,111,11,0,4,4,0,7,60,22,0,0,0,0,0
369,['org::eclipse::pde::internal::ui::wizards::toc::TocOperation ,2,1,0,0,0,6,0,0,3,231,99,38.5,41,27,6.83333,190,99,31.6667,61.1429,3.54174,5.02919,0.0276205,0.0210204,0.157739,0.0521834,5,1,1,4,10,0,2,0,53,5,0,2,2,0,1,22,9,0,0,0,0,0
370,['org::eclipse::pde::internal::ui::wizards::imports::PluginImportOperation ,40,35,7,4,4,133,4,0,9,3644,368,27.3985,3241,617,24.3684,403,148,3.03008,335.286,151.622,37.6698,0.571881,0.112971,1.03804,0.252898,37,2,2,35,703,0,11,0,876,38,23,8,32,0,3,599,239,4,0,2,1,0
371,['org::eclipse::pde::internal::ui::editor::plugin::rows::ChoiceAttributeRow ,5,4,1,0,0,17,1,0,6,129,30,7.58824,54,28,3.17647,75,28,4.41176,227.429,71.0277,14.001,0.0132737,0.0340241,0.370064,0.0496795,11,2,1,10,21,1,1,6,82,7,26,0,0,0,4,51,21,0,0,0,0,0
372,['org::eclipse::pde::internal::ui::launcher::BaseBlock ,2,1,0,0,0,17,1,0,4,481,182,28.2941,106,64,6.23529,375,182,22.0588,156.429,21.0582,11.1725,0.0513363,0.032988,0.310246,0.0683092,8,1,4,4,78,3,7,0,108,13,6,3,1,0,2,51,26,1,0,0,0,0
373,['org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpTreeSection ,2,1,0,0,0,2,0,0,1,5,5,2.5,7,7,3.5,-2,0,-1,33.4286,1.14286,1.38451,0.00238374,0.00833719,0.0492619,0.0290675,28,5,4,25,946,0,19,2,599,44,70,19,16,0,19,292,148,0,0,0,0,0
374,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAbstractAddAction ,2,2,0,0,0,3,0,0,2,17,9,5.66667,32,22,10.6667,-15,0,-5,98,48.3529,3.1496,0.00973053,0.0143462,0.101419,0.0398337,5,1,3,2,3,2,1,0,15,3,0,0,0,0,2,5,4,0,0,0,0,0
375,['org::eclipse::pde::internal::core::builders::PluginErrorReporter ,1,1,0,0,0,6,0,0,4,38,30,6.33333,80,70,13.3333,-42,0,-7,335.286,180.481,4.50833,0.0182125,0.0137612,0.126122,0.0313699,4,5,1,3,3,0,0,5,12,3,89,0,0,0,1,6,4,0,0,0,0,0
376,['org::eclipse::pde::internal::ui::editor::plugin::DependenciesPage ,6,5,0,0,0,33,1,0,8,325,38,9.84848,346,75,10.4848,-21,36,-0.636364,227.429,80.1776,23.6028,0.0792191,0.0482927,0.594342,0.062639,10,2,1,9,10,0,1,0,61,5,28,0,2,0,1,35,8,0,0,0,0,0
377,['org::eclipse::pde::internal::ui::editor::feature::FeatureOutlinePage ,5,4,0,0,0,23,1,0,7,252,100,10.9565,248,75,10.7826,4,58,0.173913,335.286,131.959,15.4609,0.0403147,0.034877,0.398501,0.0533119,12,3,3,10,55,0,1,4,106,11,21,1,6,0,5,60,39,0,0,0,0,0
378,['org::eclipse::pde::internal::core::product::ConfigurationFileInfo ,3,2,0,0,0,14,1,0,4,266,185,19,95,36,6.78571,171,157,12.2143,190.857,136.083,8.50408,0.149015,0.02671,0.234636,0.0738205,7,3,1,6,28,0,15,3,193,8,34,15,1,0,7,91,68,0,0,0,0,0
379,['org::eclipse::pde::internal::ui::editor::TreeSection ,4,2,0,0,0,14,1,0,6,83,17,5.92857,44,6,3.14286,39,12,2.78571,335.286,190.706,10.7594,0.0127959,0.0258963,0.282301,0.043071,9,4,8,2,21,7,1,1,21,7,63,0,0,0,1,11,7,0,0,0,0,0
380,['org::eclipse::pde::internal::ui::editor::schema::NewAttributeAction ,4,3,0,0,0,14,1,0,9,97,41,6.92857,95,44,6.78571,2,6,0.142857,335.286,217.811,10.5501,0.0157771,0.0303891,0.28857,0.0683741,5,1,1,4,10,0,1,0,32,5,0,1,1,0,4,20,7,0,0,0,0,0
381,['org::eclipse::pde::internal::ui::samples::SampleStandbyContent ,0,0,0,0,0,4,0,0,2,49,46,12.25,57,54,14.25,-8,0,-2,151.143,113.484,4.76964,0.00451157,0.0175417,0.142682,0.0409361,8,1,0,8,91,0,11,0,195,14,6,11,6,0,8,75,49,0,0,0,0,0
382,['org::eclipse::pde::internal::ui::wizards::product::ProductIntroWizardPage ,5,5,0,0,0,16,2,0,3,175,49,10.9375,161,50,10.0625,14,24,0.875,158.286,46.9641,12.713,0.0427051,0.0386161,0.358507,0.0735318,12,1,1,11,105,0,5,0,162,15,0,5,7,0,8,76,35,0,0,0,0,0
383,['org::eclipse::pde::internal::core::target::ArgumentsInfo ,1,1,0,0,0,4,0,0,3,20,10,5,10,9,2.5,10,10,2.5,144.286,58.15,4.31202,0.00308606,0.0136047,0.121962,0.0314399,5,3,1,4,28,0,3,2,55,8,34,3,1,0,7,35,22,0,0,0,0,0
384,['org::eclipse::pde::internal::ui::editor::contentassist::display::SingleCharReader ,1,1,0,0,0,3,1,0,2,9,8,3,10,9,3.33333,-1,0,-0.333333,110.857,68.2857,3.19189,0.00128925,0.0126634,0.097192,0.03454,2,1,1,1,3,2,0,0,24,3,22,0,0,0,3,8,7,0,0,0,0,0
385,['org::eclipse::pde::internal::ui::tests::macro::StructuredSelectionCommand ,0,0,0,0,0,6,0,0,3,46,19,7.66667,33,19,5.5,13,11,2.16667,183.857,70.1087,7.2787,0.0106166,0.0194086,0.196003,0.037387,3,3,1,2,28,0,3,1,43,8,30,1,1,0,3,23,14,0,0,0,0,0
386,['org::eclipse::pde::internal::core::text::bundle::RequiredExecutionEnvironmentHeader ,1,0,0,0,0,17,1,0,4,459,117,27,254,97,14.9412,205,117,12.0588,151.143,23.3249,9.64564,0.0678908,0.0266966,0.26412,0.0479881,7,5,5,2,28,0,1,6,27,8,71,1,0,0,7,17,8,0,0,0,0,0
387,['org::eclipse::pde::ui::launcher::EquinoxSettingsTab ,2,1,0,0,0,8,0,0,4,8,2,1,209,102,26.125,-201,1,-25.125,154.429,82.8214,8.00589,0.0621135,0.0288973,0.236267,0.0703376,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
388,['org::eclipse::pde::internal::ui::editor::contentassist::TypePackageCompletionProcessor ,5,4,0,0,0,15,1,1,3,701,203,46.7333,255,126,17,446,203,29.7333,114,15.2189,11.0132,0.186016,0.0362948,0.319893,0.069738,7,1,3,5,105,3,3,0,179,15,6,3,3,0,8,51,41,1,0,0,0,0
389,['org::eclipse::pde::internal::ui::editor::actions::SortAction ,11,9,0,0,0,11,0,0,3,88,56,8,52,23,4.72727,36,48,3.27273,110.143,17.7208,10.5919,0.0369478,0.0306694,0.29603,0.0493015,8,1,8,0,1,0,4,0,48,2,0,4,0,0,2,9,6,0,0,0,0,0
390,['org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCSWizardPage ,6,6,0,0,0,9,0,0,2,541,418,60.1111,301,143,33.4444,240,354,26.6667,97.4286,14.2345,9.50088,0.168814,0.031553,0.276775,0.0604422,15,1,0,15,820,2,15,0,387,41,9,10,29,0,12,165,74,0,0,0,0,0
391,['org::eclipse::ui::internal::views::log::LogSession ,4,2,1,0,0,6,0,0,1,79,40,13.1667,63,32,10.5,16,26,2.66667,49.4286,15.0362,6.6749,0.105389,0.0821671,0.332866,0.209245,8,3,5,3,21,0,3,1,36,7,14,2,0,0,6,19,9,0,0,0,0,0
392,['org::eclipse::pde::internal::ui::launcher::OSGiFrameworkBlock ,3,2,0,0,0,10,0,2,3,391,176,39.1,49,29,4.9,342,176,34.2,107,7.31129,10.3881,0.0899472,0.0345272,0.30102,0.0719625,5,1,2,3,15,0,6,0,87,6,6,6,1,0,5,33,12,0,0,0,0,0
393,['org::eclipse::pde::internal::ui::editor::build::AbstractJavaScanner ,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,150.857,0,0,0,0,0,0,3,2,1,2,1,2,0,0,29,2,9,0,0,0,1,16,11,0,0,0,0,0
394,['org::eclipse::pde::internal::ui::editor::text::PDETextHover ,6,5,1,1,0,8,1,0,5,90,47,11.25,55,27,6.875,35,47,4.375,106.286,29.1524,7.69368,0.0360164,0.0276421,0.227626,0.0650362,5,1,4,1,10,2,0,0,44,5,6,0,0,0,5,14,11,0,0,0,0,0
395,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentFactory ,1,0,0,0,0,8,0,0,2,498,358,62.25,518,358,64.75,-20,358,-2.5,59.2857,2.76822,4.41258,0.0665647,0.0185832,0.138856,0.0463837,18,2,1,17,378,0,1,0,194,28,28,1,13,0,14,100,60,0,0,0,0,0
396,['org::eclipse::pde::internal::ui::views::plugins::PluginsContentProvider ,5,5,0,0,0,7,0,1,3,106,49,15.1429,131,84,18.7143,-25,19,-3.57143,108.143,47.5148,7.96788,0.0371273,0.0356692,0.252799,0.0995875,8,2,1,8,21,0,3,0,87,7,9,3,0,0,6,41,33,0,0,0,0,0
397,['org::eclipse::pde::internal::ui::nls::ModelChangeElement ,3,2,0,0,0,17,0,0,4,308,98,18.1176,67,22,3.94118,241,98,14.1765,154.857,14.3302,9.95543,0.0215888,0.0245355,0.262579,0.0434871,19,1,6,13,66,0,10,0,90,12,6,10,1,0,11,50,22,0,0,0,0,0
398,['org::eclipse::pde::internal::core::product::ProductObject ,1,1,0,0,0,13,0,1,5,106,40,8.15385,80,25,6.15385,26,39,2,191.143,22.1887,12.5339,0.0272541,0.03059,0.32952,0.0519916,13,2,9,4,28,11,2,0,30,8,11,2,0,0,5,18,10,0,0,0,0,0
399,['org::eclipse::pde::internal::ui::properties::SelfHostingPropertyPage ,5,5,0,0,0,20,0,0,4,117,30,5.85,86,41,4.3,31,14,1.55,224.286,79.1001,15.9552,0.0210278,0.029741,0.392385,0.0360891,6,1,1,6,36,0,2,0,104,9,0,2,3,0,4,56,22,0,0,0,0,0
400,['org::eclipse::pde::internal::core::text::bundle::BundleVersionHeader ,0,0,0,0,0,4,0,0,2,66,32,16.5,2,2,0.5,64,32,16,151,3.68831,3.30831,0.00350135,0.0116346,0.0962807,0.0310383,4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,6,3,0,0,0,0,0
401,['org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpModel ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,13,6,12,2,15,0,3,5,28,6,75,3,0,0,3,11,9,0,0,0,0,0
402,['org::eclipse::pde::internal::ui::editor::PDEMultiPageContentOutline ,1,1,0,0,0,20,1,0,6,272,75,13.6,182,70,9.1,90,43,4.5,335.286,130.877,9.56428,0.012684,0.0200502,0.240212,0.0345105,6,1,1,5,190,0,8,11,107,20,0,8,2,0,18,49,34,0,0,0,0,0
403,['org::eclipse::pde::internal::ui::wizards::imports::BinaryProjectFilter ,1,1,0,0,0,16,1,0,7,107,36,6.6875,137,40,8.5625,-30,31,-1.875,328.571,101.621,10.8518,0.0290265,0.0274827,0.289639,0.0442557,1,1,0,1,0,0,0,0,15,1,0,0,0,0,1,5,6,0,0,0,0,0
404,['org::eclipse::pde::internal::ui::editor::plugin::OverviewPage ,16,12,1,1,0,60,1,0,8,877,130,14.6167,790,138,13.1667,87,63,1.45,227.429,90.7566,31.5637,0.193112,0.0641694,0.794498,0.0792176,29,3,1,29,190,0,5,0,234,20,37,4,12,0,3,191,58,0,0,0,0,0
405,['org::eclipse::pde::internal::core::util::PDEJavaHelper ,3,2,0,0,1,6,1,1,3,145,84,24.1667,122,90,20.3333,23,19,3.83333,72.7143,32.3054,4.23308,0.0454446,0.0202982,0.138302,0.0599041,22,1,12,10,91,0,0,0,264,14,6,0,3,0,11,121,76,2,0,0,0,0
406,['org::eclipse::pde::internal::core::TargetDefinitionManager ,0,0,0,0,0,5,1,0,3,35,22,7,24,22,4.8,11,10,2.2,136.286,65.7102,4.50833,0.00438048,0.0137612,0.126122,0.0313699,8,1,4,4,55,0,2,0,101,11,6,1,4,1,7,48,26,0,0,0,0,0
